Arc Length, Damage 
1194500,0.00012697066995315254
1196500,0.00033463846193626523
1198500,0.00081439700443297625
1200500,0.0018690176075324416
1202500,0.0011206847848370671
1204500,4.980729499948211e-06
1206500,4.834016564814192e-08
1208500,1.0544559003733411e-08
