Arc Length, Damage 
name="GA1194500inner",0.00042495483648963273
name="GA1196500inner",0.0010419808095321059
name="GA1198500inner",0.00077732512727379799
name="GA1200500inner",1.3549046343541704e-05
name="GA1202500inner",5.0768029780101642e-09
name="GA1204500inner",1.1608391581319211e-08
name="GA1206500inner",4.066801340130155e-10
name="GA1208500inner",5.9451651934772087e-11
